,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue,Longitude,Latitude,Full_Address,fips_code,county_name
629,CO,Vail Health Hospital,Vail,54,1534,5756,397384,-106.3813309,39.6435144,"180 S Frontage Rd W, Vail, CO 81657, USA",08037,Eagle County
630,CO,Valley View Hospital,Glenwood Springs,37,2820,12573,626233,-107.3215051,39.5324953,"1906 Blake Ave, Glenwood Springs, CO 81601, USA",08045,Garfield County
631,CT,Backus Hospital,Norwich,190,11236,49933,1340737,-72.08982259999999,41.54241870000001,"326 Washington St, Norwich, CT 06360, USA",09011,New London County
632,CT,Bradley Memorial Campus,Southington,42,2371,10176,95778,-72.8753141,41.5949244,"81 Meriden Ave, Southington, CT 06489, USA",09003,Hartford County
633,CT,Bridgeport Hospital,Bridgeport,426,17842,107899,2765911,-73.16630649999999,41.1892668,"267 Grant St, Bridgeport, CT 06610, USA",09001,Fairfield County
634,CT,Bridgeport Hospital Milford Campus - Milford,Milford,106,2032,9873,157278,-73.0651635,41.2166344,"300 Seaside Ave, Milford, CT 06460, USA",09009,New Haven County
635,CT,Bristol Hospital,Bristol,138,4760,21728,552732,-72.9492703,41.67176480000001,"Bristol, CT 06010, USA",09003,Hartford County
636,CT,Charlotte Hungerford Hospital,Torrington,108,5178,24300,546240,-73.1211715,41.8003049,"Torrington, CT, USA",09005,Litchfield County
637,CT,Danbury Hospital,Danbury,374,16808,78993,2323420,-73.4444987,41.40505599999999,"24 Hospital Ave, Danbury, CT 06810, USA",09001,Fairfield County
638,CT,Day Kimball Hospital,Putnam,104,3064,12914,286422,-71.9138024,41.9063631,"320 Pomfret St, Putnam, CT 06260, USA",09015,Windham County
639,CT,Greenwich Hospital,Greenwich,186,10463,52391,1584193,-73.6281964,41.0262417,"Greenwich, CT, USA",09001,Fairfield County
640,CT,Griffin Hospital,Derby,117,6648,30390,976363,-73.0889973,41.3206523,"Derby, CT, USA",09009,New Haven County
641,CT,Hartford Hospital,Hartford,938,37899,229241,5132347,-72.6733723,41.7658043,"Hartford, CT, USA",09003,Hartford County
642,CT,Johnson Memorial Hospital,Stafford Springs,64,1228,4433,215882,-72.3910073,41.9793789,"201 Chestnut Hill Rd, Stafford, CT 06076, USA",09013,Tolland County
643,CT,Lawrence & Memorial Hospital,New London,252,10892,67314,1255225,-72.1048246,41.3365327,"365 Montauk Ave, New London, CT 06320, USA",09011,New London County
644,CT,Manchester Memorial Hospital,Manchester,227,7037,30541,701146,-72.52591249999999,41.781853,"71 Haynes St, Manchester, CT 06040, USA",09003,Hartford County
645,CT,Masonicare Main Campus,Wallingford,310,0,0,79511,-72.8230736,41.4570108,"Wallingford, CT 06492, USA",09009,New Haven County
646,CT,Middlesex Hospital,Middletown,206,9906,46388,1473545,-72.6472698,41.5543067,"28 Crescent St, Middletown, CT 06457, USA",09007,Middlesex County
647,CT,MidState Medical Center,Meriden,143,8990,41643,1001830,-72.8012348,41.54928109999999,"435 Lewis Ave, Meriden, CT 06451, USA",09009,New Haven County
648,CT,New Milford Hospital,New Milford,85,1636,6716,172137,-73.4094451,41.582024,"New Milford Hospital, 21 Elm St, New Milford, CT 06776, USA",09005,Litchfield County
649,CT,Norwalk Hospital,Norwalk,238,8889,40926,1136703,-73.4081575,41.11774399999999,"Norwalk, CT, USA",09001,Fairfield County
650,CT,Rockville General Hospital,Vernon,232,0,0,113118,-72.45091529999999,41.8664369,"31 Union St, Vernon, CT 06066, USA",09013,Tolland County
651,CT,Saint Francis Hospital,Hartford,466,22814,107158,2838727,-72.6985621,41.77402379999999,"114 Woodland St, Hartford, CT 06105, USA",09003,Hartford County
652,CT,Saint Mary's Hospital,Waterbury,164,8394,35938,1013187,-73.0370039,41.5526949,"56 Franklin St, Waterbury, CT 06706, USA",09009,New Haven County
653,CT,Saint Vincent's Medical Center,Bridgeport,307,11180,63757,1682681,-73.2011143,41.2013082,"2800 Main St, Bridgeport, CT 06606, USA",09001,Fairfield County
654,CT,Sharon Hospital,Sharon,83,1223,4204,124372,-73.4817316,41.8805224,"50 Hospital Hill Rd, Sharon, CT 06069, USA",09005,Litchfield County
655,CT,Stamford Hospital,Stamford,305,12538,70125,3310161,-73.5387341,41.0534302,"Stamford, CT, USA",09001,Fairfield County
656,CT,The Behavioral Health Hospital at Hebrew Senior Care,West Hartford,38,0,0,12503,-72.7300544,41.8027145,"1 Abrahms Blvd, West Hartford, CT 06117, USA",09003,Hartford County
657,CT,The Connecticut Hospice,Branford,16,182,1885,18352,-72.83254,41.2562023,"100 Double Beach Rd, Branford, CT 06405, USA",09009,New Haven County
658,CT,The Hospital of Central Connecticut at New Britain General,New Britain,263,12459,70333,1728319,-72.78670799999999,41.661065,"100 Grand St, New Britain, CT 06052, USA",09003,Hartford County
659,CT,UConn John Dempsey Hospital,Farmington,156,9221,37940,1587939,-72.7916042,41.7318054,"100 Hospital Dr, Farmington, CT 06030, USA",09003,Hartford County
660,CT,Waterbury Hospital,Waterbury,227,11110,47837,1023850,-73.0592966,41.5594469,"64 Robbins St, Waterbury, CT 06708, USA",09009,New Haven County
661,CT,West Haven VA Medical Center,West Haven,0,0,0,0,-72.9576103,41.2844004,"950 Campbell Ave, West Haven, CT 06516, USA",09009,New Haven County
662,CT,Whiting Forensic Hospital,Middletown,0,0,0,0,-72.62564069999999,41.5520337,"70 O'Brien Drive, Middletown, CT 06457, USA",09007,Middlesex County
663,CT,Windham Hospital,Willimantic,46,2829,10334,352157,-72.2259329,41.7173432,"112 Mansfield Ave, Willimantic, CT 06226, USA",09015,Windham County
664,CT,Yale New Haven Hospital,New Haven,1567,57353,394445,11547613,-72.9278835,41.308274,"New Haven, CT, USA",09009,New Haven County
665,CT,"Yale New Haven Hospital, Saint Raphael Campus",New Haven,573,19829,95382,1343588,-72.94332399999999,41.31065539999999,"1450 Chapel St, New Haven, CT 06511, USA",09009,New Haven County
673,DE,"Bayhealth Hospital, Kent Campus",Dover,281,14097,81815,1568811,-75.5235835,39.1516324,"640 S State St, Dover, DE 19901, USA",10001,Kent County
674,DE,"Bayhealth Hospital, Sussex Campus",Milford,147,6686,31888,745037,-75.39203870000001,38.8871844,"100 Wellness Way, Milford, DE 19963, USA",10005,Sussex County
675,DE,Beebe Healthcare,Lewes,214,9599,52375,1597877,-75.1432293,38.771,"424 Savannah Rd, Lewes, DE 19958, USA",10005,Sussex County
676,DE,Christiana Hospital,Newark,1249,58117,361516,5026520,-75.74965720000002,39.6837226,"Newark, DE, USA",10003,New Castle County
677,DE,Saint Francis Healthcare,Wilmington,146,5220,18422,479921,-75.5666519,39.7497948,"701 N Clayton St, Wilmington, DE 19805, USA",10003,New Castle County
678,DE,TidalHealth Nanticoke,Seaford,94,5121,21539,340188,-75.6045048,38.6418275,"801 Middleford Rd, Seaford, DE 19973, USA",10005,Sussex County
679,DE,Wilmington Hospital,Wilmington,0,0,0,0,-75.5483909,39.744655,"Wilmington, DE, USA",10003,New Castle County
680,DE,Wilmington VA Medical Center,Wilmington,0,0,0,0,-75.60627319999999,39.7402129,"1601 Kirkwood Hwy, Wilmington, DE 19805, USA",10003,New Castle County
681,FL,96th Medical Group - Eglin Air Force Base,Eglin Air Force Base,0,0,0,0,-86.5550148,30.4604024,"307 Boatner Rd, Eglin AFB, FL 32542, USA",12091,Okaloosa County
682,FL,AdventHealth Altamonte Springs,Altamonte Springs,0,0,0,0,-81.3694347,28.6656798,"601 E Altamonte Dr, Altamonte Springs, FL 32701, USA",12117,Seminole County
683,FL,AdventHealth Apopka,Apopka,0,0,0,0,-81.54027289999999,28.6492298,"2100 Ocoee Apopka Rd, Apopka, FL 32703, USA",12095,Orange County
684,FL,AdventHealth Carrollwood,Tampa,103,6566,30083,1223761,-82.5041225,28.0134607,"7171 N Dale Mabry Hwy, Tampa, FL 33614, USA",12057,Hillsborough County
685,FL,AdventHealth Celebration,Celebration,0,0,0,0,-81.5417095,28.328169,"400 Celebration Pl, Kissimmee, FL 34747, USA",12097,Osceola County
686,FL,AdventHealth Dade City,Dade City,120,4644,16524,0,-82.20052,28.3479806,"13100 Fort King Rd, Dade City, FL 33525, USA",12101,Pasco County
687,FL,AdventHealth Daytona Beach,Daytona Beach,362,18031,99725,2276874,-81.1082132,29.243588,"301 Memorial Medical Pkwy, Daytona Beach, FL 32117, USA",12127,Volusia County
688,FL,AdventHealth DeLand,DeLand,164,7731,36976,903260,-81.31772269999999,29.0438934,"701 W Plymouth Ave, DeLand, FL 32720, USA",12127,Volusia County
689,FL,AdventHealth East Orlando,Orlando,0,0,0,0,-81.28042789999999,28.5403999,"7727 Lake Underhill Rd, Orlando, FL 32822, USA",12095,Orange County
690,FL,AdventHealth Fish Memorial,Orange City,257,9628,51168,1010901,-81.28523609999999,28.9142924,"1055 Saxon Blvd 1st Floor, Orange City, FL 32763, USA",12127,Volusia County
691,FL,AdventHealth Heart of Florida,Davenport,193,8979,44993,2018584,-81.6418348,28.1814645,"40100 US Hwy 27, Davenport, FL 33837, USA",12105,Polk County
692,FL,AdventHealth Kissimmee,Kissimmee,0,0,0,0,-81.4059144,28.3169949,"2450 N Orange Blossom Trail, Kissimmee, FL 34744, USA",12097,Osceola County
693,FL,AdventHealth Lake Placid,Lake Placid,0,0,0,0,-81.3696854,27.3201899,"1210 US Highway 27 North, Lake Placid, FL 33852, USA",12055,Highlands County
694,FL,AdventHealth Lake Wales,Lake Wales,29,3461,17585,647981,-81.565241,27.8966144,"410 S 11th St, Lake Wales, FL 33853, USA",12105,Polk County
695,FL,AdventHealth New Smyrna Beach,New Smyrna Beach,109,5396,26640,564216,-80.92176289999999,29.020203,"401 Palmetto St, New Smyrna Beach, FL 32168, USA",12127,Volusia County
696,FL,AdventHealth North Pinellas,Tarpon Springs,168,5015,26164,666524,-82.7578989,28.1326469,"1395 S Pinellas Ave, Tarpon Springs, FL 34689, USA",12103,Pinellas County
697,FL,AdventHealth Ocala,Ocala,385,18024,84663,0,-82.138853,29.175645,"1500 SW 1st Ave, Ocala, FL 34471, USA",12083,Marion County
698,FL,AdventHealth Orlando,Orlando,2904,130555,772819,24812983,-81.3696726,28.5751245,"601 E Rollins St, Orlando, FL 32803, USA",12095,Orange County
699,FL,AdventHealth Palm Coast,Palm Coast,99,8569,44391,1070213,-81.1894234,29.4792627,"60 Memorial Medical Pkwy, Palm Coast, FL 32164, USA",12035,Flagler County
700,FL,AdventHealth Pepin Heart Institute,Tampa,0,0,0,0,-82.42423989999999,28.0711131,"3100 E Fletcher Ave, Tampa, FL 33613, USA",12057,Hillsborough County
701,FL,AdventHealth Sebring,Sebring,204,11167,58893,1521524,-81.5098471,27.5395541,"4200 Sun N Lake Blvd, Sebring, FL 33872, USA",12055,Highlands County
702,FL,AdventHealth Tampa,Tampa,626,22379,123045,3606321,-82.4232497,28.0717058,"3100 E Fletcher Ave, Tampa, FL 33613, USA",12057,Hillsborough County
703,FL,AdventHealth Waterman,Tavares,280,14274,67436,1657465,-81.71195159999999,28.8237321,"1000 Waterman Way, Tavares, FL 32778, USA",12069,Lake County
704,FL,AdventHealth Wesley Chapel,Wesley Chapel,169,10151,41342,1795820,-82.3512818,28.195297,"2600 Bruce B Downs Blvd, Wesley Chapel, FL 33544, USA",12101,Pasco County
705,FL,AdventHealth Winter Garden,Winter Garden,0,0,0,0,-81.58931199999999,28.5242819,"2000 Fowler Grove Blvd, Winter Garden, FL 34787, USA",12095,Orange County
706,FL,AdventHealth Winter Park,Winter Park,0,0,0,0,-81.3268672,28.5983771,"200 N Lakemont Ave, Winter Park, FL 32792, USA",12095,Orange County
707,FL,AdventHealth Zephyrhills,Zephyrhills,149,9970,42350,1256403,-82.18515819999999,28.2609736,"7050 Gall Blvd, Zephyrhills, FL 33541, USA",12101,Pasco County
708,FL,Ascension Sacred Heart Bay,Panama City,169,7608,42710,1087119,-85.6500635,30.1587513,"615 N Bonita Ave A, Panama City, FL 32401, USA",12005,Bay County
709,FL,Ascension Sacred Heart Emerald Coast,Miramar Beach,80,5525,18798,876330,-86.3070091,30.3786455,"7800 US-98, Miramar Beach, FL 32550, USA",12131,Walton County
710,FL,Ascension Sacred Heart Gulf,Port Saint Joe,19,425,1517,85115,-85.2878471,29.778932,"3801 US-98, Port St Joe, FL 32456, USA",12045,Gulf County
711,FL,Ascension Sacred Heart Pensacola Hospital,Pensacola,557,25679,132107,3824913,-87.21127419999999,30.4780292,"5151 N 9th Ave, Pensacola, FL 32504, USA",12033,Escambia County
712,FL,Ascension St. Vincent's Clay County Hospital,Middleburg,134,7496,34594,908673,-81.8324512,30.1093182,"1670 St. Vincent's Way, Middleburg, FL 32068, USA",12019,Clay County
713,FL,Ascension St. Vincent's Health Center - St. Johns,St. Augustine,0,0,0,0,-81.5065006,30.0614581,"2001 County Rd 210 #100, St Johns, FL 32092, USA",12109,St. Johns County
714,FL,Ascension St. Vincent's Riverside Hospital,Jacksonville,453,18063,95966,2890091,-81.69007669999999,30.3071111,"1 Shircliff Way, Jacksonville, FL 32204, USA",12031,Duval County
715,FL,Ascension St. Vincent's Southside Hospital,Jacksonville,263,9053,40538,1375551,-81.5818216,30.2537768,"4201 Belfort Rd, Jacksonville, FL 32216, USA",12031,Duval County
716,FL,Ascension St. Vincent's St. Johns County Hospital,St. Johns,0,0,0,0,-81.49605079999999,30.0693829,"Hospital, 205 Trinity Way, St Johns, FL 32259, USA",12109,St. Johns County
717,FL,Baptist Heart Hospital,Jacksonville,0,0,0,0,-81.66450309999999,30.3159388,"800 Prudential Dr, Jacksonville, FL 32207, USA",12031,Duval County
718,FL,Baptist Hospital,Miami,948,27424,200733,6902086,-80.33827889999999,25.685404,"8900 N Kendall Dr, Miami, FL 33176, USA",12086,Miami-Dade County
719,FL,Baptist Hospital,Pensacola,339,15075,77257,2778968,-87.23129109999999,30.4296446,"1000 W Moreno St, Pensacola, FL 32501, USA",12033,Escambia County
720,FL,Baptist Medical Center Beaches,Jacksonville Beach,135,7721,35997,880001,-81.39816309999999,30.2735349,"1350 13th Ave S, Jacksonville Beach, FL 32250, USA",12031,Duval County
721,FL,Baptist Medical Center Clay,Fleming Island,0,0,0,0,-81.71023,30.0790763,"1771 Baptist Clay Dr, Fleming Island, FL 32003, USA",12019,Clay County
722,FL,Baptist Medical Center Jacksonville,Jacksonville,930,42129,275644,7747612,-81.6645674,30.3155348,"800 Prudential Dr, Jacksonville, FL 32207, USA",12031,Duval County
723,FL,Baptist Medical Center Nassau,Fernandina Beach,54,3334,13666,422420,-81.44860299999999,30.653083,"1250 S 18th St, Fernandina Beach, FL 32034, USA",12089,Nassau County
724,FL,Baptist Medical Center South,Jacksonville,0,0,0,0,-81.53458409999999,30.1388321,"14550 Old St Augustine Rd, Jacksonville, FL 32258, USA",12031,Duval County
725,FL,Bartow Regional Medical Center,Bartow,72,3377,15035,420743,-81.8442845,27.9184392,"2200 Osprey Blvd, Bartow, FL 33830, USA",12105,Polk County
726,FL,Bascom Palmer Eye Institute,Miami,56,51,165,558211,-80.1917902,25.7616798,"Miami, FL, USA",12086,Miami-Dade County
727,FL,Bay Pines VA Healthcare System,Bay Pines,0,0,0,0,-82.77888209999999,27.8106262,"10000 Bay Pines Blvd, Bay Pines, FL 33744, USA",12103,Pinellas County
728,FL,BayCare Hospital Wesley Chapel,Wesley Chapel,0,0,0,0,-82.3557623,28.2232286,"4501 Bruce B Downs Blvd, Wesley Chapel, FL 33544, USA",12101,Pasco County
729,FL,Bayfront Health St. Petersburg,Saint Petersburg,305,13214,63462,2369625,-82.64206469999999,27.7638474,"701 6th St S, St. Petersburg, FL 33701, USA",12103,Pinellas County
730,FL,Bethesda Hospital East,Boynton Beach,442,16278,89754,2371704,-80.0702956,26.5042015,"2815 S Seacrest Blvd, Boynton Beach, FL 33435, USA",12099,Palm Beach County
731,FL,Bethesda Hospital West,Boynton Beach,0,0,0,0,-80.1998196,26.529747,"9655 Boynton Beach Blvd, Boynton Beach, FL 33472, USA",12099,Palm Beach County
732,FL,Boca Raton Regional Hospital,Boca Raton,361,20090,83647,3418007,-80.1020466,26.3582758,"800 Meadows Rd, Boca Raton, FL 33486, USA",12099,Palm Beach County
733,FL,Bravera Health Brooksville,Brooksville,244,8417,35367,1196864,-82.44316479999999,28.538584,"17240 Cortez Blvd, Brooksville, FL 34601, USA",12053,Hernando County
734,FL,Bravera Health Seven Rivers,Crystal River,121,6343,27341,1194513,-82.59260119999999,28.902479,"Crystal River, FL, USA",12017,Citrus County
735,FL,Bravera Health Spring Hill,Spring Hill,88,4933,19869,90265,-82.5403697,28.4375275,"10461 Quality Dr, Spring Hill, FL 34609, USA",12053,Hernando County
736,FL,Broward Health Coral Springs,Coral Springs,224,10619,56348,1042606,-80.2706044,26.271192,"Coral Springs, FL, USA",12011,Broward County
737,FL,Broward Health Imperial Point,Fort Lauderdale,204,4303,11912,560409,-80.1105951,26.207228,"6401 N Federal Hwy, Fort Lauderdale, FL 33308, USA",12011,Broward County
738,FL,Broward Health Medical Center,Fort Lauderdale,632,20326,128909,2534774,-80.1408664,26.1020681,"1600 S Andrews Ave, Fort Lauderdale, FL 33316, USA",12011,Broward County
739,FL,Broward Health North,Deerfield Beach,334,11251,59708,1280156,-80.12154919999999,26.2767648,"201 E Sample Rd, Deerfield Beach, FL 33064, USA",12011,Broward County
740,FL,Bruce W. Carter Department of Veterans Affairs Medical Center,Miami,0,0,0,0,-80.2160249,25.7910829,"Miami, FL 33125, USA",12086,Miami-Dade County
741,FL,Cape Canaveral Hospital,Cocoa Beach,150,7369,28638,781438,-80.6233256,28.3596482,"701 W Cocoa Beach Causeway, Cocoa Beach, FL 32931, USA",12009,Brevard County
742,FL,Cape Coral Hospital,Cape Coral,291,18583,84930,1705801,-81.9445522,26.6391707,"636 Del Prado Blvd S, Cape Coral, FL 33990, USA",12071,Lee County
743,FL,Cleveland Clinic Florida / Weston Hospital,Weston,230,12893,70746,1609342,-80.36499069999999,26.0817288,"2950 Cleveland Clinic Blvd, Weston, FL 33331, USA",12011,Broward County
744,FL,Cleveland Clinic Indian River Hospital,Vero Beach,332,14447,66965,1420279,-80.3930251,27.6590062,"1000 36th St, Vero Beach, FL 32960, USA",12061,Indian River County
745,FL,Cleveland Clinic Martin North Hospital,Stuart,521,27626,129762,3296277,-80.24259780000001,27.2000531,"200 SE Hospital Ave #2346, Stuart, FL 34994, USA",12085,Martin County
746,FL,Cleveland Clinic Martin South Hospital,Stuart,0,0,0,0,-80.2244257,27.133741,"2100 SE Salerno Rd #6503, Stuart, FL 34997, USA",12085,Martin County
747,FL,Cleveland Clinic Tradition Hospital,Port St. Lucie,0,0,0,0,-80.4259958,27.2611686,"10000 SW Innovation Way, Port St. Lucie, FL 34987, USA",12111,St. Lucie County
748,FL,Coral Gables Hospital,Coral Gables,245,5190,23851,1232676,-80.2547501,25.7435927,"3100 Douglas Rd, Coral Gables, FL 33134, USA",12086,Miami-Dade County
749,FL,Delray Medical Center,Delray Beach,508,19531,90063,4212783,-80.1270136,26.4367896,"5352 Linton Blvd, Delray Beach, FL 33484, USA",12099,Palm Beach County
750,FL,DeSoto Memorial Hospital,Arcadia,49,598,2208,165189,-81.85084839999999,27.2275514,"900 N Robert Ave, Arcadia, FL 34266, USA",12027,DeSoto County
751,FL,Doctors Hospital,Coral Gables,130,4990,23291,977561,-80.27412,25.7242656,"5000 University Dr, Coral Gables, FL 33146, USA",12086,Miami-Dade County
752,FL,Doctors' Memorial Hospital,Perry,48,390,1692,52406,-83.5929551,30.11998699999999,"333 N Byron Butler Pkwy, Perry, FL 32347, USA",12123,Taylor County
753,FL,Ed Fraser Memorial Hospital,MacClenny,89,298,792,70786,-82.1189946,30.2859664,"159 N 3rd St, Macclenny, FL 32063, USA",12003,Baker County
754,FL,Flagler Hospital,Saint Augustine,335,12716,66557,1436542,-81.3177548,29.863,"400 Health Park Blvd, St. Augustine, FL 32086, USA",12109,St. Johns County
755,FL,Florida Medical Center,Fort Lauderdale,434,9083,49815,839316,-80.21858,26.1630672,"5000 W Oakland Park Blvd, Fort Lauderdale, FL 33313, USA",12011,Broward County
756,FL,Florida State Hospital,Chattahoochee,58,0,1895,2572,-84.8429142,30.70722809999999,"100 N Main St, Chattahoochee, FL 32324, USA",12039,Gadsden County
757,FL,Good Samaritan Medical Center,West Palm Beach,333,10591,51921,2687707,-80.0514005,26.7252713,"1309 N Flagler Dr, West Palm Beach, FL 33401, USA",12099,Palm Beach County
758,FL,Gulf Breeze Hospital,Gulf Breeze,65,3228,13235,771729,-87.1572072,30.3605012,"1110 Gulf Breeze Pkwy, Gulf Breeze, FL 32561, USA",12113,Santa Rosa County
759,FL,Gulf Coast Medical Center,Fort Myers,699,23639,135245,2839090,-81.84958060000001,26.5441145,"13681 Doctors Way, Fort Myers, FL 33912, USA",12071,Lee County
760,FL,Halifax Health - Medical Center of Port Orange,Port Orange,0,0,0,0,-81.0085198,29.12622,"1041 Dunlawton Ave, Port Orange, FL 32127, USA",12127,Volusia County
761,FL,Halifax Health Medical Center of Daytona Beach,Daytona Beach,573,24030,121420,2337202,-81.05429749999999,29.2010845,"303 N Clyde Morris Blvd, Daytona Beach, FL 32114, USA",12127,Volusia County
762,FL,Halifax Health UF Health - Medical Center of Deltona,Deltona,43,1534,6122,201616,-81.25558579999999,28.9574086,"3300 Halifax Crossing Blvd, Deltona, FL 32725, USA",12127,Volusia County
763,FL,HCA Florida Aventura Hospital,Aventura,467,18557,102662,3348745,-80.1455606,25.9703283,"20900 Biscayne Blvd, Aventura, FL 33180, USA",12086,Miami-Dade County
764,FL,HCA Florida Bayonet Point Hospital,Hudson,290,17134,79020,3856700,-82.6881848,28.3612795,"14000 Fivay Rd, Hudson, FL 34667, USA",12101,Pasco County
765,FL,HCA Florida Blake Hospital,Bradenton,383,13717,78602,2786756,-82.6226646,27.4821907,"2020 59th St W, Bradenton, FL 34209, USA",12081,Manatee County
766,FL,HCA Florida Brandon Hospital,Brandon,422,21964,97198,5060533,-82.28744999999999,27.9326915,"119 Oakfield Dr, Brandon, FL 33511, USA",12057,Hillsborough County
767,FL,HCA Florida Capital Hospital,Tallahassee,266,16605,76213,2672987,-84.2321011,30.4756049,"2626 Capital Medical Blvd, Tallahassee, FL 32308, USA",12073,Leon County
768,FL,HCA Florida Citrus Hospital,Inverness,204,10583,48113,2448822,-82.3358636,28.8338994,"502 W Highland Blvd, Inverness, FL 34452, USA",12017,Citrus County
769,FL,HCA Florida Englewood Hospital,Englewood,100,3834,14409,851424,-82.3267839,26.9504258,"700 Medical Blvd, Englewood, FL 34223, USA",12115,Sarasota County
770,FL,HCA Florida Fawcett Hospital,Port Charlotte,253,10601,52719,2543664,-82.0981674,26.9885512,"21298 Olean Blvd, Port Charlotte, FL 33952, USA",12015,Charlotte County
771,FL,HCA Florida Fort Walton-Destin Hospital,Fort Walton Beach,267,11893,58420,3713800,-86.63360709999999,30.4545838,"1000 Mar Walt Dr, Fort Walton Beach, FL 32547, USA",12091,Okaloosa County
772,FL,HCA Florida Gulf Coast Hospital,Panama City,223,14775,68718,3048908,-85.6650741,30.1879335,"449 W 23rd St, Panama City, FL 32405, USA",12005,Bay County
773,FL,HCA Florida Highlands Hospital,Sebring,109,3962,16378,678231,-81.4329631,27.4656135,"3600 S Highlands Ave, Sebring, FL 33870, USA",12055,Highlands County
774,FL,HCA Florida JFK Hospital,Atlantis,700,29458,145258,6651103,-80.0909872,26.5984627,"5301 S Congress Ave, Atlantis, FL 33462, USA",12099,Palm Beach County
775,FL,HCA Florida JFK North Hospital,West Palm Beach,229,5660,23739,743224,-80.08762349999999,26.7616323,"2201 45th St, West Palm Beach, FL 33407, USA",12099,Palm Beach County
776,FL,HCA Florida Kendall Hospital,Miami,447,21190,111842,5113189,-80.386287,25.730954,"11750 SW 40th St, Miami, FL 33175, USA",12086,Miami-Dade County
777,FL,HCA Florida Lake City Hospital,Lake City,91,7218,32721,1396642,-82.6877944,30.1834987,"340 NW Commerce Dr, Lake City, FL 32055, USA",12023,Columbia County
778,FL,HCA Florida Lake Monroe Hospital,Sanford,221,9247,46311,1791286,-81.2836346,28.814723,"1401 W Seminole Blvd, Sanford, FL 32771, USA",12117,Seminole County
779,FL,HCA Florida Largo Hospital,Largo,346,11641,68796,3637174,-82.8033647,27.9141438,"201 14th St SW, Largo, FL 33770, USA",12103,Pinellas County
780,FL,HCA Florida Largo West Hospital,Largo,177,4886,22705,199048,-82.8247083,27.8983301,"2025 Indian Rocks Rd, Largo, FL 33774, USA",12103,Pinellas County
781,FL,HCA Florida Lawnwood Hospital,Fort Pierce,430,19680,104098,4403175,-80.3454665,27.4318489,"1700 S 23rd St, Fort Pierce, FL 34950, USA",12111,St. Lucie County
782,FL,HCA Florida Memorial Hospital,Jacksonville,429,18899,98840,4684311,-81.6014969,30.2881295,"3625 University Blvd S, Jacksonville, FL 32216, USA",12031,Duval County
783,FL,HCA Florida Mercy Hospital,Miami,369,17840,89857,3892351,-80.2134456,25.7399918,"3663 S Miami Ave, Miami, FL 33133, USA",12086,Miami-Dade County
784,FL,HCA Florida North Florida Hospital,Gainesville,495,28028,142646,6504175,-82.4115723,29.6602979,"6500 W Newberry Rd, Gainesville, FL 32605, USA",12001,Alachua County
785,FL,HCA Florida Northside Hospital,Saint Petersburg,230,9712,43179,2072509,-82.7023462,27.8257979,"6000 49th St N, St. Petersburg, FL 33709, USA",12103,Pinellas County
786,FL,HCA Florida Northwest Hospital,Margate,289,15115,70287,2655163,-80.2027722,26.2630016,"2801 N State Rd 7, Margate, FL 33063, USA",12011,Broward County
787,FL,HCA Florida Oak Hill Hospital,Brooksville,350,21523,98997,3998507,-82.53417379999999,28.5369432,"11375 Cortez Blvd, Brooksville, FL 34613, USA",12053,Hernando County
788,FL,HCA Florida Ocala Hospital,Ocala,510,33788,149645,6614768,-82.1360875,29.1755809,"1431 SW 1st Ave, Ocala, FL 34471, USA",12083,Marion County
789,FL,HCA Florida Orange Park Hospital,Orange Park,343,17265,96856,4754313,-81.7376226,30.1659644,"2001 Kingsley Ave, Orange Park, FL 32073, USA",12019,Clay County
790,FL,HCA Florida Osceola Hospital,Kissimmee,404,18902,108394,4526793,-81.4093065,28.2996185,"700 W Oak St, Kissimmee, FL 34741, USA",12097,Osceola County
791,FL,HCA Florida Palms West Hospital,Loxahatchee,204,12974,57831,2085196,-80.25137579999999,26.6841405,"13001 Southern Blvd, Loxahatchee, FL 33470, USA",12099,Palm Beach County
792,FL,HCA Florida Pasadena Hospital,Saint Petersburg,187,3799,17727,1093635,-82.73968719999999,27.752612,"1501 Pasadena Ave S, St. Petersburg, FL 33707, USA",12103,Pinellas County
793,FL,HCA Florida Poinciana Hospital,Kissimmee,76,4165,20966,1385901,-81.4764048,28.1445676,"325 Cypress Pkwy, Kissimmee, FL 34759, USA",12097,Osceola County
794,FL,HCA Florida Putnam Hospital,Palatka,87,4836,20724,774162,-81.69256279999999,29.6424552,"611 Zeagler Dr, Palatka, FL 32177, USA",12107,Putnam County
795,FL,HCA Florida Raulerson Hospital,Okeechobee,100,3664,16371,662468,-80.8284891,27.259774,"1796 Highway 441 North, Okeechobee, FL 34972, USA",12093,Okeechobee County
796,FL,HCA Florida Sarasota Doctors Hospital,Sarasota,155,8235,34125,1804719,-82.45349039999999,27.3019635,"5731 Bee Ridge Rd, Sarasota, FL 34233, USA",12115,Sarasota County
797,FL,HCA Florida South Shore Hospital,Sun City Center,138,6119,26564,1166024,-82.3652822,27.7136892,"4016 Sun City Center Blvd, Sun City Center, FL 33573, USA",12057,Hillsborough County
798,FL,HCA Florida South Tampa Hospital,Tampa,247,5244,23784,1528666,-82.4893956,27.937941,"2901 W Swann Ave, Tampa, FL 33609, USA",12057,Hillsborough County
